name,PSNR,SSIM
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_23_3_Vibration_9_0.0.PNG'], 31.55, 0.8570
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_17_7_ZStack_0_1864.504.PNG'], 38.60, 0.9604
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_8_1_Focus_0_-0.693.PNG'], 44.36, 0.9704
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_12_3_Both_3_-7.346.PNG'], 29.59, 0.7782
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_3_2_Both_3_7.348.PNG'], 42.05, 0.9588
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_17_7_Focus_0_-9.964.PNG'], 28.64, 0.7538
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_12_7_Both_8_-7.963.PNG'], 28.53, 0.7321
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_25_11_ZStack_0_1889.656.PNG'], 38.96, 0.9630
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_23_3_Both_0_10.902.PNG'], 29.51, 0.7862
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_29_4_Vibration_7_0.0.PNG'], 39.83, 0.9443
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_5_3_Both_0_-3.721.PNG'], 42.80, 0.9620
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_10_1_Vibration_7_0.0.PNG'], 42.66, 0.9619
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_12_7_ZStack_0_1860.342.PNG'], 38.92, 0.9632
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_9_12_Both_3_-4.248.PNG'], 29.91, 0.8295
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_30_5_Vibration_3_0.0.PNG'], 43.72, 0.9673
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_20_6_Both_6_-8.362.PNG'], 27.18, 0.7123
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_18_11_Both_8_0.417.PNG'], 29.78, 0.8212
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_30_3_Vibration_1_0.0.PNG'], 43.99, 0.9687
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_13_Both_1_-11.172.PNG'], 27.67, 0.7185
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_11_Vibration_2_0.0.PNG'], 34.52, 0.9254
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_15_3_Vibration_4_0.0.PNG'], 36.31, 0.9383
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_1_9_Both_8_-6.561.PNG'], 41.05, 0.9535
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_24_0_Focus_0_-13.42.PNG'], 39.59, 0.9502
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_29_4_Vibration_9_0.0.PNG'], 41.53, 0.9536
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_2_0_Focus_0_-10.59.PNG'], 40.85, 0.9550
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_5_3_Vibration_8_0.0.PNG'], 43.03, 0.9627
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_20_6_Vibration_3_0.0.PNG'], 37.25, 0.9472
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_8_1_Both_6_4.033.PNG'], 41.21, 0.9540
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_13_Focus_0_-2.996.PNG'], 34.40, 0.9010
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_1_9_Vibration_1_0.0.PNG'], 42.86, 0.9622
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_28_1_Focus_0_-11.013.PNG'], 40.18, 0.9507
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_25_11_Both_7_9.638.PNG'], 26.18, 0.6731
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_16_10_Vibration_2_0.0.PNG'], 31.21, 0.8362
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_5_3_Vibration_1_0.0.PNG'], 43.15, 0.9641
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_29_2_Both_7_1.423.PNG'], 40.53, 0.9495
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_18_11_Vibration_4_0.0.PNG'], 37.14, 0.9507
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_30_5_Both_6_1.896.PNG'], 42.37, 0.9588
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_18_3_Both_7_-12.337.PNG'], 26.79, 0.7047
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_5_3_Focus_0_-10.555.PNG'], 40.64, 0.9536
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_9_12_Vibration_5_0.0.PNG'], 27.62, 0.7995
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_1_9_Focus_0_5.477.PNG'], 41.58, 0.9556
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_16_10_Both_3_-6.228.PNG'], 29.54, 0.7733
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_30_3_Vibration_6_0.0.PNG'], 42.53, 0.9597
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_12_3_Vibration_5_0.0.PNG'], 36.46, 0.9417
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_30_3_Vibration_2_0.0.PNG'], 42.48, 0.9603
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_5_3_Focus_0_-6.176.PNG'], 41.76, 0.9570
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_2_12_Both_8_0.875.PNG'], 40.76, 0.9625
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_1_9_Focus_0_8.18.PNG'], 40.92, 0.9533
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_16_10_Focus_0_-0.421.PNG'], 37.69, 0.9539
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_5_Vibration_5_0.0.PNG'], 37.23, 0.9490
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_23_3_Both_2_1.151.PNG'], 34.35, 0.9171
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_30_3_Focus_0_1.216.PNG'], 43.90, 0.9683
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_24_0_Both_4_-4.39.PNG'], 41.74, 0.9569
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_17_7_Vibration_3_0.0.PNG'], 39.98, 0.9670
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_28_12_Focus_0_4.475.PNG'], 32.36, 0.8479
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_2_0_Focus_0_10.831.PNG'], 41.22, 0.9562
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_24_2_Focus_0_1.509.PNG'], 41.40, 0.9652
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_29_2_Focus_0_-6.137.PNG'], 41.29, 0.9537
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_12_7_Both_7_-0.513.PNG'], 31.14, 0.8389
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_13_Focus_0_10.402.PNG'], 29.90, 0.7778
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_24_0_Both_4_-5.839.PNG'], 40.89, 0.9532
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_29_2_Focus_0_7.445.PNG'], 41.16, 0.9531
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_24_3_Vibration_6_0.0.PNG'], 32.85, 0.8941
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_3_2_Both_4_-0.189.PNG'], 42.47, 0.9599
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_29_4_Both_3_-4.472.PNG'], 41.29, 0.9529
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_24_0_Focus_0_-0.48.PNG'], 44.37, 0.9705
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_8_Both_4_-11.311.PNG'], 28.06, 0.7334
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_30_3_Focus_0_8.849.PNG'], 40.94, 0.9524
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_18_11_Both_5_-10.581.PNG'], 27.95, 0.7214
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_28_1_Focus_0_-0.387.PNG'], 44.38, 0.9706
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_5_Focus_0_2.164.PNG'], 35.65, 0.9299
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_29_2_Vibration_3_0.0.PNG'], 43.60, 0.9663
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_2_0_Vibration_4_0.0.PNG'], 43.87, 0.9676
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_21_5_Both_0_-1.906.PNG'], 34.23, 0.9067
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_17_6_Vibration_3_0.0.PNG'], 37.47, 0.9527
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_21_5_Both_4_10.93.PNG'], 29.35, 0.7624
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_18_11_Focus_0_-10.272.PNG'], 28.09, 0.7301
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_8_Vibration_8_0.0.PNG'], 33.14, 0.8995
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_18_11_Both_1_9.031.PNG'], 29.97, 0.7787
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_24_2_Vibration_6_0.0.PNG'], 36.99, 0.9442
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_24_3_Both_4_-13.047.PNG'], 26.97, 0.7443
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_28_12_Vibration_5_0.0.PNG'], 29.16, 0.8031
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_20_6_Both_0_5.852.PNG'], 31.22, 0.8200
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_24_2_Vibration_7_0.0.PNG'], 35.58, 0.9434
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_9_12_Vibration_1_0.0.PNG'], 32.29, 0.8727
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_12_10_Both_4_1.864.PNG'], 31.72, 0.8514
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_12_3_Both_3_-6.845.PNG'], 29.58, 0.7802
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_5_3_Vibration_6_0.0.PNG'], 40.83, 0.9510
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_28_12_Focus_0_-11.721.PNG'], 27.64, 0.7204
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_3_4_Both_0_9.036.PNG'], 41.20, 0.9553
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_16_3_Both_3_6.112.PNG'], 30.32, 0.8057
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_24_3_Focus_0_-7.668.PNG'], 29.76, 0.8075
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_11_6_Both_4_9.921.PNG'], 29.42, 0.7685
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_17_6_ZStack_0_1859.701.PNG'], 38.76, 0.9619
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_16_3_Both_6_5.99.PNG'], 27.65, 0.7294
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_13_Vibration_2_0.0.PNG'], 36.70, 0.9437
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_15_7_Both_1_-8.534.PNG'], 28.91, 0.7525
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_5_3_Vibration_4_0.0.PNG'], 44.13, 0.9691
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_24_0_Focus_0_0.135.PNG'], 44.37, 0.9704
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_3_9_Focus_0_2.653.PNG'], 42.56, 0.9635
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_30_5_Focus_0_10.798.PNG'], 40.50, 0.9506
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_18_3_Vibration_5_0.0.PNG'], 36.36, 0.9405
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_3_4_Vibration_1_0.0.PNG'], 44.39, 0.9704
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_2_0_Both_9_-9.478.PNG'], 40.77, 0.9548
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_6_14_Vibration_4_0.0.PNG'], 32.67, 0.8758
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_12_7_Focus_0_9.751.PNG'], 29.95, 0.7818
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_28_12_Vibration_3_0.0.PNG'], 35.49, 0.9297
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_11_6_Focus_0_-0.622.PNG'], 39.00, 0.9658
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_10_1_Both_1_12.814.PNG'], 40.57, 0.9554
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_17_6_Focus_0_4.486.PNG'], 32.29, 0.8486
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_6_14_Vibration_6_0.0.PNG'], 29.23, 0.8172
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_10_Focus_0_9.263.PNG'], 30.35, 0.7904
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_6_14_Focus_0_-10.898.PNG'], 27.58, 0.7174
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_5_3_Focus_0_-6.976.PNG'], 41.39, 0.9556
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_16_3_Focus_0_7.024.PNG'], 30.78, 0.8140
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_30_5_Both_7_-7.811.PNG'], 39.20, 0.9457
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_16_3_Both_2_0.313.PNG'], 39.75, 0.9649
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_16_3_Both_0_0.733.PNG'], 38.21, 0.9584
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_23_3_Both_6_9.136.PNG'], 29.00, 0.7696
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_25_11_Vibration_2_0.0.PNG'], 34.51, 0.9246
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_18_3_Both_3_-3.455.PNG'], 31.84, 0.8530
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_11_Focus_0_-8.197.PNG'], 27.95, 0.7393
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_3_9_Vibration_6_0.0.PNG'], 41.55, 0.9599
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_27_5_Vibration_5_0.0.PNG'], 30.70, 0.8607
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_30_3_Focus_0_-4.216.PNG'], 41.98, 0.9572
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_1_9_Focus_0_-6.067.PNG'], 41.26, 0.9544
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_27_5_Both_8_10.329.PNG'], 30.97, 0.8459
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_16_10_Focus_0_-5.921.PNG'], 30.49, 0.7991
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_8_1_Vibration_6_0.0.PNG'], 42.84, 0.9620
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_3_4_Both_4_6.129.PNG'], 41.95, 0.9577
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_16_10_Vibration_5_0.0.PNG'], 35.53, 0.9287
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_25_11_Both_2_-0.385.PNG'], 30.25, 0.7991
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_23_3_Both_6_-0.078.PNG'], 30.76, 0.8433
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_10_1_Both_0_10.932.PNG'], 41.09, 0.9565
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_9_10_Both_8_-6.104.PNG'], 29.99, 0.7805
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_3_2_Vibration_9_0.0.PNG'], 42.81, 0.9620
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_5_3_Both_6_6.0.PNG'], 40.66, 0.9533
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_23_3_Focus_0_-5.716.PNG'], 31.41, 0.8341
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_12_3_Vibration_6_0.0.PNG'], 29.54, 0.8052
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_9_10_Focus_0_-2.888.PNG'], 32.59, 0.8710
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_6_14_Both_3_-12.314.PNG'], 26.94, 0.7052
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_20_6_Focus_0_-9.959.PNG'], 27.83, 0.7335
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_10_Vibration_7_0.0.PNG'], 31.36, 0.8388
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_10_1_Both_1_4.966.PNG'], 42.41, 0.9607
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_2_0_Vibration_6_0.0.PNG'], 42.39, 0.9588
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_11_6_Vibration_3_0.0.PNG'], 38.69, 0.9628
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_3_4_Vibration_3_0.0.PNG'], 43.37, 0.9653
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_17_7_Focus_0_2.43.PNG'], 34.59, 0.9079
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_11_6_Vibration_5_0.0.PNG'], 37.99, 0.9559
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_30_5_Both_6_-12.492.PNG'], 39.47, 0.9476
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_18_11_ZStack_0_1884.153.PNG'], 37.97, 0.9574
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_9_10_Focus_0_4.995.PNG'], 31.76, 0.8400
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_20_6_Both_2_-6.195.PNG'], 30.87, 0.8163
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_9_12_Both_4_2.783.PNG'], 32.05, 0.8766
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_27_5_Both_3_-12.026.PNG'], 29.46, 0.8234
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_3_8_Both_7_-5.507.PNG'], 40.30, 0.9510
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_12_7_Focus_0_4.635.PNG'], 31.93, 0.8348
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_14_0_Both_4_0.67.PNG'], 42.82, 0.9663
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_11_6_Vibration_4_0.0.PNG'], 30.92, 0.8342
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_24_3_Vibration_8_0.0.PNG'], 34.97, 0.9116
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_23_3_Vibration_1_0.0.PNG'], 35.56, 0.9309
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_16_3_Vibration_3_0.0.PNG'], 38.56, 0.9582
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_14_0_Focus_0_6.077.PNG'], 41.22, 0.9593
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_5_Focus_0_13.579.PNG'], 28.60, 0.7411
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_17_6_Both_6_-0.436.PNG'], 30.30, 0.8019
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_28_1_Both_1_5.69.PNG'], 41.64, 0.9556
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_8_1_Vibration_3_0.0.PNG'], 43.93, 0.9683
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_16_10_Both_6_-4.389.PNG'], 29.57, 0.7824
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_3_2_Vibration_7_0.0.PNG'], 42.65, 0.9618
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_28_12_ZStack_0_1900.473.PNG'], 39.22, 0.9649
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_2_12_Both_3_5.746.PNG'], 37.90, 0.9562
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_21_5_Vibration_8_0.0.PNG'], 33.18, 0.8854
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_5_3_Focus_0_-9.635.PNG'], 40.82, 0.9540
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_8_1_Focus_0_-3.107.PNG'], 43.05, 0.9636
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_13_Focus_0_0.237.PNG'], 40.78, 0.9727
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_12_7_Both_9_-6.896.PNG'], 28.20, 0.7401
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_3_2_Focus_0_6.444.PNG'], 42.12, 0.9590
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_13_Vibration_3_0.0.PNG'], 36.56, 0.9391
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_3_8_Both_8_1.309.PNG'], 42.76, 0.9612
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_17_6_Both_6_4.384.PNG'], 30.35, 0.8120
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_3_9_Vibration_5_0.0.PNG'], 40.55, 0.9533
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_9_12_Vibration_3_0.0.PNG'], 31.00, 0.8571
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_24_0_Both_7_10.436.PNG'], 39.91, 0.9506
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_3_9_Focus_0_-2.09.PNG'], 42.68, 0.9653
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_25_11_Both_4_2.747.PNG'], 31.52, 0.8421
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_13_Both_7_2.522.PNG'], 29.88, 0.8060
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_1_9_Both_1_-6.742.PNG'], 40.89, 0.9531
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_2_12_Both_2_1.789.PNG'], 38.56, 0.9584
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_3_2_Focus_0_6.214.PNG'], 42.15, 0.9592
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_30_5_Both_2_6.02.PNG'], 41.23, 0.9531
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_10_Both_4_1.996.PNG'], 39.64, 0.9663
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_23_3_Vibration_2_0.0.PNG'], 38.82, 0.9570
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_10_1_Both_3_-9.892.PNG'], 40.77, 0.9556
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_1_9_Focus_0_12.871.PNG'], 39.80, 0.9505
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_20_6_Focus_0_3.166.PNG'], 33.38, 0.8784
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_28_12_Focus_0_-10.839.PNG'], 28.05, 0.7309
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_27_5_Vibration_4_0.0.PNG'], 38.26, 0.9579
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_9_10_Vibration_3_0.0.PNG'], 31.24, 0.8649
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_10_1_Vibration_5_0.0.PNG'], 42.77, 0.9619
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_28_12_Both_5_-5.672.PNG'], 28.87, 0.7559
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_10_Both_2_-10.216.PNG'], 27.64, 0.7170
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_11_Focus_0_11.368.PNG'], 28.62, 0.7575
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_10_1_Vibration_4_0.0.PNG'], 43.32, 0.9652
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_18_3_Vibration_7_0.0.PNG'], 31.19, 0.8464
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_21_5_Vibration_5_0.0.PNG'], 32.17, 0.8605
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_9_10_Vibration_7_0.0.PNG'], 30.82, 0.8406
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_3_4_Both_2_-8.034.PNG'], 40.81, 0.9541
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_2_12_Focus_0_-1.692.PNG'], 42.06, 0.9658
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_2_0_ZStack_0_1825.586.PNG'], 44.43, 0.9705
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_30_3_Both_3_0.907.PNG'], 43.74, 0.9669
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_15_7_Vibration_4_0.0.PNG'], 38.01, 0.9524
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_8_Both_9_7.243.PNG'], 28.23, 0.7329
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_30_5_Focus_0_8.463.PNG'], 40.88, 0.9519
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_9_12_Focus_0_12.027.PNG'], 29.23, 0.7796
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_24_3_Vibration_2_0.0.PNG'], 38.53, 0.9583
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_28_12_Vibration_2_0.0.PNG'], 39.57, 0.9689
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_2_0_Vibration_3_0.0.PNG'], 43.38, 0.9651
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_28_1_Focus_0_-3.498.PNG'], 42.57, 0.9606
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_18_11_Both_7_-3.239.PNG'], 29.33, 0.7932
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_9_10_Both_4_-3.299.PNG'], 30.03, 0.7967
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_3_2_Focus_0_4.065.PNG'], 42.83, 0.9619
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_8_Focus_0_6.67.PNG'], 31.13, 0.8152
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_17_7_Both_0_-7.745.PNG'], 30.20, 0.7937
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_15_3_Vibration_5_0.0.PNG'], 34.63, 0.9128
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_28_12_Both_9_-11.065.PNG'], 26.02, 0.6949
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_13_11_Both_9_-11.154.PNG'], 25.64, 0.6822
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_9_10_Both_5_1.32.PNG'], 30.59, 0.8124
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_16_3_Both_5_5.076.PNG'], 30.93, 0.8164
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_12_10_Vibration_4_0.0.PNG'], 34.59, 0.9105
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_14_0_Vibration_7_0.0.PNG'], 40.61, 0.9553
['200624_EBiMA_LiB2/test/20200624_LIB2_20.0_11_6_ZStack_0_1854.958.PNG'], 39.20, 0.9643
